"排名","代號 ▲","名稱","成交","漲跌價","漲跌幅","平均增減(元)","2005增減(元)","2006增減(元)","2007增減(元)","2008增減(元)","2009增減(元)","2010增減(元)","2011增減(元)","2012增減(元)","2013增減(元)","2014增減(元)","2015增減(元)","2016增減(元)","17Q2增減(元)","17Q3增減(元)"
"580",="3611","鼎翰","229.5","+1.5","+0.66%","+1.33","","","","+1.86","+2.14","+1.24","+1.73","-0.31","+4.13","+1.65","+0.48","-0.99","+0.55",""
"1226",="3615","安可","24.3","0","0%","-0.05","","","","-0.52","+0.17","+0.85","+6.8","-5.13","-3.01","-0.99","+1.28","+0.09","+0.57",""
"610",="3617","碩天","112","+1.5","+1.36%","-0.09","","","","-3.81","-0.83","-0.2","-1.18","+1.16","+0.36","+0.28","+1.81","+1.57","-0.84",""
"1448",="3622","洋華","17","+0.2","+1.19%","-1.11","","","","+2.3","+11.4","-2.99","-17","-5.16","-8.41","-1.16","-5.44","+16.4","+0.13",""
"45",="3623","富晶通","43.2","-0.5","-1.14%","+0.24","","","","-0.46","-1.6","-1.89","-0.49","+1.78","+1.45","+2.27","-0.54","+1.6","","-1.5"
"996",="3624","光頡","21.6","-0.05","-0.23%","-0.18","","","","","-1.55","+2.6","-1.82","+0.53","+0.14","-0.68","-0.04","-0.59","-0.29",""
"1449",="3625","西勝","36.7","+0.05","+0.14%","-0.02","","","","-0.76","+0.43","-3.48","+1.65","+0.23","-2.21","-0.22","+2.45","+1.76","","+0.26"
"118",="3628","盈正","40","-0.05","-0.12%","-0.08","","","","","+0.53","+11.7","-9.15","-3.5","+0.72","+1.51","-0.79","-1.66","","+0.01"
"1450",="3629","群富通","18","0","0%","-0.99","","","","","+1.09","-0.88","-1.05","-5.12","+3.46","-3.86","-1.64","+0.06","+5.17",""
"1451",="3630","新鉅科","50","+0.7","+1.42%","-0.75","","","","","+0.71","+3.78","-3.6","-3.57","+3.83","-5.88","-2.98","+1.69","+1.29",""
"1452",="3631","晟楠","32.8","+2.3","+7.54%","-0.36","","","","","+0.62","-0.22","-0.55","-0.98","-0.22","-0.96","-5.24","+4.71","-0.34",""
"1453",="3632","研勤","15.8","0","0%","-0.86","","","","","-0.95","-0.25","-1.41","-0.59","-0.39","-2.4","+3.55","-4.46","-0.16",""
"1454",="3642","駿熠電","20.35","-0.45","-2.16%","-0.92","","","","","-3.33","+1.37","+3.47","-4.71","-1.62","+1.76","-6.69","+2.37","-15.2",""
"967",="3645","達邁","47.75","+1.25","+2.69%","+0.24","","","","","+0.28","+2.07","-0.11","-0.54","-0.65","+1.18","-0.67","+0.4","","+0.64"
"428",="3646","艾恩特","19","-0.25","-1.3%","+0.12","","","","","+1.17","+0.32","+1.4","-3.55","+1.05","-1.22","+0.82","+1","-0.38",""
"903",="3652","精聯","24.7","+0.5","+2.07%","-0.28","","","","","-1.81","+0.99","-1.56","-0.45","+0.32","+0.25","+0.01","+0.02","-0.02",""
"914",="3653","健策","71.5","-0.6","-0.83%","-0.39","","","","","+0.2","+1.03","-1.66","-2.77","+0.5","+1.1","-1.69","+0.18","","+0.5"
"1455",="3661","世芯-KY","98.1","-1.9","-1.9%","-0.74","","","","","","+6.19","-6.72","-1.06","+1.93","+1.67","-1.7","-5.52","+5.94",""
"707",="3663","鑫科","15.95","+0.15","+0.95%","-0.13","","","","","-1.03","+1.53","-1.06","-0.1","-1.04","+0.29","-2.94","+3.3","-0.24",""
"1456",="3664","安瑞-KY","27","-0.1","-0.37%","-0.28","","","","","+1.01","-0.66","-0.08","-3.65","+2.75","-0.47","+0.45","-1.56","-0.35",""
"992",="3665","貿聯-KY","270.5","-10","-3.57%","+0.33","","","","","","","-4.82","+2.08","+2.79","0","+1.02","+0.93","+0.87",""
"832",="3666","光耀","31.6","+0.75","+2.43%","+0.59","","","","","","-0.17","-4.96","+10","+2.74","+0.87","-4.67","+0.29","","+0.7"
"591",="3669","圓展","20.4","-0.05","-0.24%","-1.02","","","","","","-2.19","-4.12","-1.8","-0.92","+0.7","-0.48","+1.64","","-0.46"
"92",="3672","康聯訊","23.2","-0.3","-1.28%","+0.57","","","","","","","-0.23","+1.76","+1.67","+1.63","-0.44","-0.98","","-1.15"
"1457",="3673","TPK-KY","86.1","-3.5","-3.91%","-0.8","","","","","+10.7","+11","+24.4","-3.89","-22.4","-21.1","-58.7","+53.6","+9.86",""
"340",="3675","德微","60.3","+1.5","+2.55%","-0.12","","","","","","-0.49","-1.97","-1.53","+0.49","+1.78","+0.8","+0.11","","+0.75"
"17",="3679","新至陞","69.7","-0.3","-0.43%","-0.77","","","","","-3.74","-1.86","-0.05","-3.01","-1.6","+0.17","+0.61","+3.31","","-0.93"
"1177",="3680","家登","38.7","-0.75","-1.9%","-0.24","","","","","","+0.37","-0.06","+0.42","-2.62","+0.19","-0.34","+0.35","+0.4",""
"1458",="3682","亞太電","9.76","+0.04","+0.41%","-0.33","","","","","","+0.03","+2.13","-2.25","-0.44","-2.91","+1.94","-0.78","","+0.32"
"254",="3684","榮昌","40","+0.3","+0.76%","+0.21","","","","","+0.06","-0.21","+0.56","+0.79","-0.16","+0.97","+1.71","-2.07","","+0.61"
"1459",="3685","元創精密","59.6","-0.1","-0.17%","-0.08","","","","","+0.84","+1.18","-0.36","-2.46","+0.86","-3.29","-0.76","+3.31","","-0.44"
"1460",="3686","達能","7.52","-0.07","-0.92%","-0.16","","","","","","+4.13","-4.83","-2.06","+1.32","+0.86","-0.18","-0.37","","-0.5"
"1461",="3687","歐買尬","40","+0.6","+1.52%","-2.75","","","","","","-7.45","+8.72","-5.58","-10.6","-8.48","+9.09","-5.02","-0.06",""
"852",="3689","湧德","52.2","+0.3","+0.58%","+0.15","","","","","","+4.8","-0.37","+1","+0.61","-0.31","-4.86","+0.21","","+1.49"
"409",="3691","碩禾","284.5","+10.5","+3.83%","+1.32","","","","","","+17.3","-11.1","-9.65","-1.51","+12.3","+15.1","-13.2","","-22.2"
"176",="3693","營邦","43.5","-0.3","-0.68%","+0.38","","","","","","-0.12","+2.16","+1.57","+3.97","+1.13","-0.66","-5.41","-2.85",""
"1462",="3694","海華","16.2","-0.2","-1.22%","-0.39","","","","","","-0.62","-2.59","-1.11","-1","-2.34","+4.63","+0.3","-0.09",""
"1463",="3698","隆達","23.3","+1.2","+5.43%","-0.19","","","","","","+3.61","-3.99","+1.03","+1.22","-0.74","-0.72","-1.73","","+0.47"
"1464",="3701","大眾控","6.59","+0.17","+2.65%","+0.37","-1.47","-4.49","+4.94","+2.12","-2.7","+2.36","+0.23","+1.53","+0.32","+0.2","+0.01","+1.38","+0.23",""
"382",="3702","大聯大","41.75","-0.2","-0.48%","+0.33","","+2.56","+1.69","-1.33","+1.52","+0.55","-1.28","-0.49","+0.15","+0.64","-0.24","-0.09","+0.21",""
"784",="3703","欣陸","14.7","-0.05","-0.34%","-0.08","","","","","","","+0.06","+0.19","-0.27","-2.2","+1.76","-0.01","+1.26",""
"1130",="3704","合勤控","14","-0.25","-1.75%","-0.15","","","","","","","+1.06","-2.67","+0.78","-0.35","-1.72","+2","","-1.15"
"718",="3705","永信","40.3","+0.05","+0.12%","0","","","","","","","-0.32","-0.43","+0.69","+0.4","+0.51","-0.88","-0.58",""
"183",="3706","神達","36.8","+0.1","+0.27%","+0.89","","","","","","","","","","+0.25","+1.29","+1.12","","+0.39"
"1465",="3707","漢磊","25.05","+1.05","+4.38%","-0.78","","","","","","","","","","","-2.6","+1.03","+0.53",""
"1133",="3708","上緯投控","72.3","+0.8","+1.12%","","","","","","","","","","","","","","","+1.7"
"1466",="4102","永日","16.9","-0.1","-0.59%","-0.16","+0.29","+0.02","-0.43","-0.68","+2.75","+0.62","-0.96","-1.85","-1.66","+0.01","+0.92","-0.96","+0.11",""
"396",="4103","百略","73.8","+0.8","+1.1%","+0.23","-0.03","+0.67","+0.37","-0.06","+0.67","-0.88","+0.32","+0.88","+1.04","-0.13","+0.26","-0.36","-0.14",""
"375",="4104","佳醫","45.25","+0.3","+0.67%","+0.08","+1.29","+0.89","+8.2","-9.64","+0.68","+0.12","-0.47","-0.81","+0.22","-0.13","+0.74","-0.18","+0.04",""
"684",="4105","東洋","97.5","+0.9","+0.93%","+0.09","-0.9","-0.51","+0.48","-0.25","-0.11","+0.15","+0.42","-0.5","-0.01","+0.62","+1.73","-0.07","-0.69",""
"957",="4106","雃博","31.35","+0.55","+1.79%","-0.03","-0.18","-0.84","+1.52","+0.01","+0.6","-0.56","+0.41","-0.44","-0.75","+0.54","-0.12","-0.55","-0.06",""
"822",="4107","邦特","93.8","+0.7","+0.75%","+0.4","+0.27","+0.36","+3.37","-2.06","-0.23","+0.17","-0.56","+0.48","+0.59","+0.72","+0.64","+1.1","-1.04",""
"1467",="4108","懷特","25.5","0","0%","+0.02","+0.05","+0.14","+0.21","-0.45","-0.95","+0.84","+0.35","+0.52","-0.36","-0.85","+0.73","+0.05","","+0.15"
"913",="4109","穆拉德加捷","17.15","-0.05","-0.29%","-0.15","-0.53","+0.88","-1.37","-0.57","+0.08","-0.25","+0.15","+0.18","-0.16","-0.08","+0.22","-0.36","-0.24",""
"816",="4111","濟生","24.8","-0.05","-0.2%","-0.05","-0.74","-0.47","-0.19","+0.14","+0.09","-0.09","-0.14","+0.92","+0.42","-0.5","-0.65","+0.6","+0.28",""
"1148",="4113","聯上","10.45","-0.05","-0.48%","+0.34","+2.23","+1.79","-1.7","+1.32","+2.61","-1.97","+1.07","+2.9","+0.77","+1.28","-5.04","-1.23","0",""
"414",="4114","健喬","26.4","0","0%","+0.03","-0.11","-0.23","+0.31","-0.98","-0.24","+0.93","-0.67","+1.34","-0.42","+0.3","-0.7","+0.86","-1.55",""
"1074",="4116","明基醫","38.85","+0.5","+1.3%","+0.16","-0.64","+1.05","+1.41","+0.24","-0.28","+1.14","-1.33","+0.06","+0.36","+0.93","+1","-2.01","","-0.05"
"161",="4119","旭富","59.4","+0.1","+0.17%","+0.34","-0.07","+0.19","+3.22","-0.3","-0.17","-0.34","-1.98","+2.11","-1.17","+1.05","+1.34","+0.17","","-3.27"
"961",="4120","友華","71","+0.7","+1%","+0.28","+0.66","+0.21","+0.23","+0.85","+0.04","-0.62","-1.33","+0.69","+3.06","-3.58","+0.31","+2.84","+0.39",""
"1468",="4121","優盛","12","0","0%","-0.22","-0.6","-1.67","+1.58","-2.85","+1.24","+0.87","-1.09","-0.08","-0.18","-0.21","-0.34","+0.65","","+0.65"
"1064",="4123","晟德","53.7","+0.7","+1.32%","-0.13","+0.07","-1.02","+3.54","-2.92","+1.6","-2.73","+0.28","+0.45","-0.52","+1.41","+0.05","-1.75","+0.29",""
"857",="4126","太醫","82","+3.1","+3.93%","+0.23","-1.48","+1.26","+0.79","-0.09","-2.96","+5.72","-0.1","-0.64","+0.13","+0.07","+0.37","-0.28","","-1.16"
"1469",="4127","天良","11.65","-0.05","-0.43%","-0.2","+2.04","-1.87","-1.22","+0.13","+0.16","-1.02","+0.5","+0.87","+0.26","+0.27","-0.27","-2.24","-5.76",""
"1470",="4128","中天","20.7","+0.05","+0.24%","+0.14","+2.31","-0.37","-1.23","+1.79","-0.81","+2.43","-0.82","-1.12","-0.25","+0.02","-0.13","-0.17","+1.81",""
"1049",="4129","聯合","69.6","+0.5","+0.72%","+0.06","-0.79","-0.54","-0.94","-1.48","+3.46","-0.32","+0.5","-0.49","-0.35","+1.11","+0.78","-0.24","-0.57",""
"1171",="4130","健亞","35.4","0","0%","+0.03","+0.14","-0.09","-0.06","+0.08","+0.09","+0.22","+0.22","-0.02","-0.16","+0.28","-0.29","-0.07","+0.51",""
"1471",="4131","晶宇","9.26","+0.38","+4.28%","+0.18","-0.61","+1.39","+1.79","+0.38","-0.56","-0.15","+0.05","-0.01","-0.27","+0.36","+0.12","-0.28","","+0.08"
"1073",="4133","亞諾法","39.05","+0.5","+1.3%","+0.02","","","","","+1.1","+0.67","-0.49","-0.72","-0.07","-0.12","-0.33","+0.14","","+0.13"
"354",="4137","麗豐-KY","114.5","0","0%","-0.35","","","","","","","","","","-0.74","+5.17","-5.49","-2.81",""
"166",="4138","曜亞","50.7","+0.2","+0.4%","+0.17","","","","","+0.6","+2.53","+0.12","-1.58","-2.7","+2.46","+0.03","-0.1","-0.17",""
"1472",="4139","馬光-KY","52.8","-0.1","-0.19%","-1.02","","","","","-5.25","+0.91","-0.47","-0.14","-1.44","+0.02","-1.89","+0.07","+1.12",""
"637",="4141","龍燈-KY","29.2","-0.4","-1.35%","-6214","","","","","","-43498","+0.68","-0.94","-1.65","+0.33","-4.41","+5.03","-4.37",""
"1473",="4142","國光生","20.6","+0.05","+0.24%","-0.9","","","","","","-2.73","-3.87","-0.53","+0.15","+0.21","-0.2","+0.7","-0.39",""
"891",="4144","康聯-KY","34.95","+0.15","+0.43%","-5.24","","","","","","-7.82","-27.2","-0.62","+0.74","+0.29","-1.67","-0.44","+0.08",""
"1474",="4147","中裕","215","-1","-0.46%","+0.15","","","","","","+0.86","+0.28","-0.01","-0.23","-0.02","-0.84","+1.02","-0.5",""
"1089",="4148","全宇生技-KY","124.5","+6","+5.06%","","","","","","","","","","","","","","",""
"1475",="4152","台微體","75.6","-1.4","-1.82%","-0.97","","","","","","","+1.79","+2.55","-3.47","-3.32","-0.71","-2.64","","-1"
"1476",="4153","鈺緯","30","+0.1","+0.33%","-0.55","","","","","","","+0.14","-0.01","+1.58","+1.68","-0.69","-5.97","-1.13",""
"1477",="4154","康樂-KY","22.05","-0.4","-1.78%","-0.04","","","","","","","+2.46","-0.09","-2.72","+0.52","-2.22","+1.81","-0.7",""
"1478",="4157","太景*-KY","21.3","-0.3","-1.39%","+0.1","","","","","","","","","","+0.08","-0.01","+0.24","+1.46",""
"1479",="4160","創源","28.3","0","0%","-0.24","","","","","","","","-1.68","-0.56","-0.36","+1.2","+0.19","+0.44",""
"1005",="4161","聿新科","45.25","-1.05","-2.27%","-0.08","","","","","","","-0.51","+0.02","+2.01","-1.53","-0.1","-0.4","","-0.56"
"900",="4162","智擎","158","-5.5","-3.36%","+0.33","","","","","","","","-3.43","-1.84","+2.49","+2.64","+1.78","-2.93",""
"284",="4163","鐿鈦","98.5","-0.8","-0.81%","+0.98","","","","","","","+0.35","+1.46","+1.36","+1.82","-0.56","+1.44","","-3.77"
"934",="4164","承業醫","37.45","-0.25","-0.66%","-0.64","","","","","","","+0.45","-1.54","-1.48","-0.38","-0.31","-0.59","+0.52",""
"1480",="4167","展旺","30.05","-0.4","-1.31%","+0.2","","","","","","","","-1.45","+1.87","-0.64","-0.5","+1.73","+0.97",""
"1481",="4168","醣聯","24","+0.3","+1.27%","-0.38","","","","","","","","-0.35","-0.63","-0.17","-0.48","-0.27","-0.35",""
"1482",="4171","瑞基","20","-0.1","-0.5%","-0.29","","","","","","","","-1.11","-1.14","+0.95","+0.24","-0.41","","-0.02"
"977",="4173","久裕","21.9","+0.6","+2.82%","-0.23","","","","","","","","","+0.12","-0.84","-0.23","+0.04","-0.3",""
"1483",="4174","浩鼎","169","0","0%","-1.03","","","","","","","","-0.57","-1.16","-1.35","-1.2","-0.85","-1.27",""
"477",="4175","杏一","65","-0.5","-0.76%","+0.48","","","","","","","","-0.01","+3.06","-0.67","+0.79","-0.79","-0.95",""
"1484",="4180","安成藥","75","+0.6","+0.81%","+0.34","","","","","","","","-2.79","+1.23","-3.02","+5.06","+1.23","+2.89",""
"711",="4183","福永生技","21.3","+1.9","+9.79%","+0.18","","","","","","","","","-0.2","-2.05","+3.35","-0.37","","-1.22"
"1485",="4188","安克","32.6","-0.05","-0.15%","+0.11","","","","","","","","","+0.53","-0.12","-0.35","+0.39","","+0.16"
"335",="4190","佐登-KY","60.4","-2.3","-3.67%","-0.26","","","","","","","","","","-0.25","+1.27","-1.79","-0.46",""
"1486",="4192","杏國","29","0","0%","-0.13","","","","","","","","","","-2.16","+1.27","+0.5","+0.11",""
"1487",="4198","環瑞醫","9.4","+0.85","+9.94%","-0.04","","","","","","","","","","-0.53","+0.12","+0.29","","+0.51"
"646",="4205","中華食","63.7","0","0%","+0.11","+0.09","+0.05","0","-0.09","+0.62","-0.1","-0.54","+0.39","-0.36","+0.04","+0.61","+0.58","","-0.03"
"1488",="4207","環泰","12.05","+0.45","+3.88%","+0.03","-0.71","+0.97","-0.24","-0.59","+0.4","+0.06","-0.24","+1.25","-0.06","-1.1","-0.31","+0.98","+0.24",""
"1489",="4303","信立","121","+3","+2.54%","+0.07","-1.31","+1.36","-0.1","+0.71","+0.16","-0.51","-0.15","+0.37","+0.59","+0.51","-0.21","-0.59","+16.9",""
"1490",="4304","勝昱","5.42","+0.06","+1.12%","-0.1","-1.06","-5.02","+5.69","-1.21","+1.32","-0.06","-1.09","+0.44","-1.19","-0.28","+0.42","+0.86","-0.71",""
"114",="4305","世坤","31.7","-1.25","-3.79%","+0.12","-0.23","+0.39","-0.92","-0.05","+0.69","-0.63","+0.36","+1.19","+0.14","-0.21","+0.62","+0.04","-0.39",""
"1017",="4306","炎洲","13.75","-0.05","-0.36%","-0.18","-0.9","+0.92","-0.76","+1.95","-0.34","-0.74","+2.63","-3.59","+0.59","-1.4","+0.45","-0.95","+0.17",""
"504",="4401","東隆興","76.1","-0.4","-0.52%","+0.26","-0.1","+0.09","0","-0.08","-0.05","+2.17","+0.29","-1.18","+2.97","-1.67","+0.9","-0.18","+0.18",""
"1491",="4402","福大","16.5","+0.05","+0.3%","-0.07","-2.2","+1.1","-1.42","-1.93","+0.57","+4.96","-5.93","+1.51","+0.06","-0.87","-1.64","+4.91","+0.42",""
"1492",="4406","新昕纖","9.58","0","0%","+0.04","-0.07","+1.24","-0.12","-0.92","+0.55","-0.03","+0.27","-0.92","-0.08","+0.1","+0.35","+0.16","-0.23",""
"1493",="4413","飛寶企業","12.3","-1.2","-8.89%","0","-9.77","+9.72","+0.02","-0.14","+0.58","+0.42","-0.65","-0.41","+0.2","+0.24","+0.59","-0.76","-0.49",""
"1494",="4414","如興","18.8","0","0%","-0.24","-0.79","-0.53","-0.2","-4.07","+2.28","+2.51","+1.5","-0.7","+0.42","-1.05","-3.88","+1.67","-0.51",""
"962",="4416","三圓","79","0","0%","+0.02","+2.25","+1.03","+1.62","-1.58","+1.86","-0.36","+3.7","+13.9","-20","+7.59","+7.54","-17.2","+0.3",""
"154",="4417","金洲","33.8","+0.15","+0.45%","+0.3","-0.22","+0.62","-0.44","-0.46","+0.45","+1.27","-0.72","+3.08","-2.91","+0.63","+1.01","+1.3","-1.16",""
"1495",="4419","元勝","9.9","-0.1","-1%","-0.11","-1.59","+0.76","+0.11","-3.91","+1.67","+3.42","-0.35","-0.61","-1.83","+0.83","-1.9","+2.04","+3.29",""
"574",="4420","光明","27.3","+0.1","+0.37%","-0.11","-0.35","+0.39","0","-0.72","-0.22","+1.19","-0.66","-0.87","-0.62","+0.96","+2.3","-2.7","+0.56",""
"391",="4426","利勤","55.1","0","0%","+0.34","-0.58","-0.86","-0.23","+0.61","-0.01","+1.03","-1.27","+1.35","+0.54","+0.69","+3.14","-0.39","-2.66",""
"1021",="4429","聚紡","23.1","0","0%","-0.42","","","","","","+1.23","-0.02","-3.26","-0.23","-0.3","-0.15","-0.2","-0.44",""
"665",="4430","耀億","25","+0.2","+0.81%","-0.47","","","","","","-2.76","-0.12","+0.56","-0.09","-0.06","-0.07","-0.73","-0.3",""
"207",="4432","銘旺實","36.4","0","0%","+0.13","","","","","","","+1.98","+0.67","+0.2","+0.45","-0.4","-2.14","-1.47",""
"576",="4433","興采","23.35","+0.5","+2.19%","-0.29","","","","","","","","-0.09","+0.17","-1.29","+1.02","-1.24","-0.97",""
"567",="4438","廣越","140.5","-2.5","-1.75%","-2.8","","","","","","","","","","","","-2.8","-1.19",""
"1213",="4502","健信","87.8","-1.6","-1.79%","+0.05","-1.6","-1.95","+1.09","-4.08","+2.46","+10","-5.79","-1.93","-0.82","+1.19","+1.48","+0.51","+2.6",""
"1496",="4503","金雨","39.2","-0.1","-0.25%","+0.05","+0.24","-2.13","+0.34","+0.17","+1.26","-0.36","+0.96","-0.34","-0.58","+0.02","+0.55","+0.5","+0.25",""
"566",="4506","崇友","49.65","+0.05","+0.1%","+0.25","+0.45","0","+0.15","-0.5","+0.24","+0.5","+0.17","+0.28","+0.08","+0.24","+0.65","+0.7","+0.79",""
"763",="4510","高鋒","19.85","-0.15","-0.75%","0","-2.2","+1.81","-0.01","-0.65","-0.04","+1.45","-0.31","-0.55","+1.28","+0.26","-0.64","-0.43","-0.2",""
"1497",="4513","福裕","9.27","-0.01","-0.11%","-0.12","+0.13","+1.48","+0.48","-2","-2.77","+1.56","+1.92","-0.96","-0.92","+0.94","+1.29","-2.55","+0.18",""
"1150",="4523","永彰","16.4","+0.05","+0.31%","-0.31","-0.11","-2.48","-0.88","-1.64","+2.6","+1.16","+0.45","-2.47","+0.31","-0.08","-0.57","+0.03","-0.76",""
"989",="4526","東台","21.15","-0.05","-0.24%","-0.39","-0.25","+1.07","-2.06","-1.03","-2.11","+2.41","-0.35","-1.62","+0.25","+1.28","-1.45","-0.83","-0.71",""
"169",="4527","方土霖","31.55","0","0%","+0.11","-0.12","+0.17","-0.71","+0.07","-0.88","+0.33","+1.07","+0.53","+0.04","+0.19","+0.09","+0.58","","-0.31"
"1032",="4528","江興鍛","80.7","-1.3","-1.59%","+0.04","-1.35","-0.16","+0.51","-0.1","-0.96","+1.15","+0.54","-0.31","+0.35","+0.6","+0.66","-0.48","","+1.64"
"1498",="4529","淳紳","33.75","+0.05","+0.15%","-0.38","-1.49","+0.23","+0.56","-2.27","+0.82","-0.15","-0.1","+0.4","+2.13","-3.21","-0.49","-0.99","-1.07",""
"1499",="4530","宏易","9.39","-0.05","-0.53%","+0.85","+5.25","+2.27","-0.33","-1.52","-0.46","-0.62","+2.23","-1.75","-1.78","+2.06","-0.17","+5.02","+0.42",""
"136",="4532","瑞智","31.25","+0.35","+1.13%","0","-0.48","-1.68","+0.44","-1.57","-0.15","+1.84","+0.83","+0.18","-0.19","+0.28","-0.44","+0.94","-0.53",""
"534",="4533","協易機","13.1","+0.25","+1.95%","-0.03","+0.55","+0.85","+0.3","-1.96","-2.56","+2.25","+0.4","-0.38","+0.54","-0.13","-0.7","+0.49","","-0.77"
"203",="4534","慶騰","18.45","-0.05","-0.27%","-0.02","-2.81","-0.66","-0.6","+0.53","+1.37","+1.12","-1.77","-0.25","+1.9","-0.08","-0.39","+1.35","-0.34",""
"404",="4535","至興","42","0","0%","-0.23","-1.48","-0.73","+0.89","-0.57","-1.38","+0.72","+0.99","-1.72","+0.12","+0.06","+0.35","-0.04","-0.07",""
"277",="4536","拓凱","97.8","+2.5","+2.62%","+0.48","","","","","","","+0.48","-0.67","+0.8","-0.24","+0.66","+1.85","-1.09",""
"1160",="4541","晟田","26.7","+0.25","+0.95%","-0.37","","","","","","","","","+1.11","-0.21","-0.97","-1.4","","-0.63"
"1500",="4542","科嶠","38","+2.55","+7.19%","-1.14","","","","","","","","+0.76","+0.25","+0.69","-6.01","-1.37","+2.44",""
"1042",="4543","萬在","19.7","-0.05","-0.25%","-1.25","","","","","","","","","","","-1.54","-0.97","-0.53",""
"508",="4545","銘鈺","47.65","-1.1","-2.26%","-0.22","","","","","","","","","+0.39","+3.76","-0.48","-4.57","","-2.28"
"629",="4549","桓達","84.1","-0.7","-0.83%","-0.26","","","","","","","","","-0.25","+0.56","-2.18","+0.85","+0.41",""
"29",="4550","長佳","18.8","-0.2","-1.05%","-0.22","","","","","","","","","","-0.87","-0.9","+1.11","-1.6",""
"938",="4551","智伸科","173","+1.5","+0.87%","+1.08","","","","","","","","","+1.15","+1.47","-0.53","+2.22","+0.58",""
"93",="4552","力達-KY","101.5","0","0%","+0.83","","","","","","","","","","","+1.23","+0.42","-1.21",""
"892",="4554","橙的","28","-0.1","-0.36%","-0.78","","","","","","","","","","","-0.81","-0.75","-2.06",""
"821",="4555","氣立","62.4","-0.7","-1.11%","-1.32","","","","","","","","","","-0.71","-1.43","-1.82","-0.36",""
"1157",="4556","旭然","31.55","+0.05","+0.16%","-0.47","","","","","","","","","","","-0.41","-0.53","","-0.12"
"153",="4557","永新-KY","70.4","-1.4","-1.95%","+0.54","","","","","","","","","","+0.17","+0.18","+1.28","","-0.64"
"705",="4560","強信-KY","42.3","+0.55","+1.32%","-0.31","","","","","","","","","","","-0.26","-0.36","+0.29",""
"747",="4562","穎漢","41.45","-0.05","-0.12%","-0.11","","","","","","","","","","","","-0.11","+0.37",""
"1501",="4609","唐鋒","10.15","+0.15","+1.5%","0","+0.42","-0.7","-1.19","+5.14","-1.54","-0.16","-2.45","-0.57","+0.53","-0.24","+0.31","+0.42","-1.19",""
"1502",="4702","中美實","5.9","+0.03","+0.51%","-0.1","+3.01","-0.65","+0.49","-0.4","-1.05","+0.9","-3.21","+3.71","+0.54","+0.11","-0.15","-4.45","0",""
"288",="4706","大恭","21.45","0","0%","+0.12","+0.96","-1.23","+0.38","+0.13","+0.1","+0.46","-0.12","-0.26","+0.23","-0.3","+0.38","+0.76","-0.23",""
"27",="4707","磐亞","9.17","+0.05","+0.55%","-0.34","-4.5","-2.22","+3.13","+0.39","-1.58","-0.05","+0.14","-0.06","0","-0.16","+0.76","+0.13","-0.12",""
"79",="4711","永純","17.05","0","0%","+0.05","+0.44","+0.45","-0.07","-0.81","+0.91","-0.52","-0.54","-0.27","-0.1","-0.19","+0.26","+1.05","-0.33",""
"1503",="4712","南璋","10.7","-0.65","-5.73%","-0.16","-1.47","+0.07","+0.87","-0.96","+0.13","-0.6","+4.33","-0.74","-6.93","+2.29","+0.98","+0.08","","+0.33"
"1023",="4714","永捷","17.35","+1.2","+7.43%","-0.09","-2.03","+1.7","-0.43","-0.15","+0.81","-0.03","-0.36","-1.02","+0.78","-0.56","-0.02","+0.19","","-0.45"
"1124",="4716","大立","23.8","+0.1","+0.42%","-0.02","-0.14","+0.03","-0.84","+0.56","+0.38","+0.48","+0.14","-0.22","-0.39","-0.15","+0.06","-0.12","-0.18",""
"618",="4720","德淵","14.3","+0.05","+0.35%","-0.01","-0.62","+0.54","+0.6","-0.98","-0.16","-0.25","+0.61","+0.21","-0.34","+0.42","+0.14","-0.27","-0.32",""
"1136",="4721","美琪瑪","115","+3","+2.68%","-0.19","-2.82","+0.03","+0.88","-0.48","-0.65","+1.67","-0.98","-0.93","+0.24","+0.45","+0.02","+0.34","+0.43",""
"121",="4722","國精化","33.5","-0.1","-0.3%","+0.15","-0.72","-0.41","-0.22","-0.1","+0.34","+0.51","+0.21","+1.04","-0.87","+0.4","+1.91","-0.26","-0.77",""
"1504",="4725","信昌化","21","+0.2","+0.96%","-0.44","","-1.3","+6.68","-8.33","+1.14","+10.3","-3.87","-8.34","-1.9","+0.27","-4.41","+4.95","+0.25",""
"1505",="4726","永昕","28.65","-0.65","-2.22%","+0.09","","","+0.57","-0.3","+0.22","+0.12","+0.29","-0.27","+0.81","+0.15","-0.22","-0.44","","+0.57"
"1506",="4728","雙美","27.7","0","0%","+0.25","","","+1.13","+0.46","+0.66","+0.81","+0.67","-0.93","+0.58","-0.51","-1.18","+0.84","+0.41",""
"1507",="4729","熒茂","25.25","-0.15","-0.59%","-0.2","","","","-2.04","-6.43","+5.91","-3.76","-1.94","-2.91","+6.78","+0.94","+1.69","+0.56",""
"655",="4735","豪展","49.6","+0.85","+1.74%","+0.26","","","","-1.45","+3.62","-1.59","-1.77","+0.18","-0.22","+2","+1.06","+0.51","+0.75",""
"280",="4736","泰博","90","+0.7","+0.78%","-0.27","","","","","+0.48","-5.6","-0.22","-0.84","+2.86","+1.19","-0.16","+0.11","-2.73",""
"116",="4737","華廣","55.1","-0.9","-1.61%","+0.08","","","","","+1.65","-0.11","+0.33","-3.3","+1.27","-0.83","+0.69","+0.91","","+0.02"
